Sex,Age,Tenure,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL,Count_Total_Asset,Count_Total_Liability,ActBal_Total_Asset,ActBal_Total_Liability,ActBal_Total,Debt_To_Balance,Inflow_Outflow_Ratio
1,54.0,0.0,1,-1,-1,-1,-1,-1,2492.1467857142857,-1.0,-1.0,-1.0,-1.0,-1.0,2423.411071428571,2423.411071428571,7.0,7.0,3587.0782142857142,3587.0782142857142,1392.6821428571427,466.84000000000003,1273.107142857143,29.0,29.0,4.0,12.0,9.0,0.0,1.0,1.0,0.0,1.1071428571428572,30.560357142857146,1.0,-1.0,2492.1467857142857,0.0,2492.1467857142857,0.0,0.67559471134519
0,27.0,24.0,1,-1,1,1,-1,-1,1868.2342857142855,-1.0,61064.28571428572,0.0,-1.0,-1.0,480.7871428571429,480.7871428571429,3.0,3.0,476.7142857142857,476.7142857142857,457.14285714285717,0.0,16.178571428571427,7.0,7.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,62932.520000000004,0.0,62932.520000000004,0.0,1.0085435999221442
1,62.0,181.0,1,-1,-1,1,-1,-1,1649.98,-1.0,-1.0,0.0,-1.0,-1.0,10491.710714285715,10134.567857142858,4.0,3.0,425.0,67.85714285714286,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,220.4882142857143,0.0,0.0,1.0,1.0,1649.98,0.0,1649.98,0.0,24.68637809317491
0,60.0,150.0,1,-1,-1,1,-1,-1,373.3542857142857,-1.0,-1.0,0.0,-1.0,-1.0,199.4935714285714,192.62178571428572,5.0,4.0,385.24357142857144,192.62178571428572,92.85714285714286,0.0,89.28571428571429,8.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.286785714285714,0.0,1.0,1.0,373.3542857142857,0.0,373.3542857142857,0.0,0.5178375077641556
0,59.0,97.0,1,-1,-1,-1,1,1,2336.8507142857143,-1.0,-1.0,-1.0,613.6017857142857,679.5007142857143,1224.8635714285715,1056.0942857142857,6.0,2.0,2816.695714285714,2697.4814285714283,57.142857142857146,1320.2964285714286,843.8278571428572,46.0,41.0,1.0,22.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2336.8507142857143,1293.1025,1043.7482142857143,1.2389027172094638,0.43485832167864336
1,71.0,150.0,1,-1,-1,-1,-1,-1,18635.575357142858,-1.0,-1.0,-1.0,-1.0,-1.0,730.5721428571429,730.5721428571429,5.0,5.0,635.842857142857,635.842857142857,139.28571428571428,56.73571428571428,436.42857142857144,13.0,13.0,2.0,4.0,6.0,0.0,1.0,1.0,0.0,3.25,14.989642857142856,1.0,-1.0,18635.575357142858,0.0,18635.575357142858,0.0,1.1489822265063527
0,48.0,104.0,1,1,1,1,1,-1,188.60857142857142,1343.2589285714287,0.0,0.0,728.6689285714285,-1.0,18889.293928571427,18134.3675,11.0,4.0,8458.406428571428,7683.438214285714,1107.142857142857,844.5753571428571,5775.094285714286,54.0,19.0,6.0,33.0,11.0,1.0,0.0,0.0,0.6010714285714285,0.0,0.0,3.0,2.0,1531.8675,728.6689285714285,803.1985714285715,0.9072089438209616,2.233197717070272
1,66.0,31.0,1,-1,-1,1,-1,-1,14.863214285714287,-1.0,-1.0,0.0,-1.0,-1.0,0.039642857142857146,0.039642857142857146,1.0,1.0,698.2428571428571,698.2428571428571,107.14285714285714,290.49285714285713,245.78571428571428,21.0,21.0,6.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.863214285714287,0.0,14.863214285714287,0.0,5.6775170244199486e-05
0,49.0,263.0,1,1,1,-1,-1,-1,60.99785714285714,1912.6325,3697.8375,-1.0,-1.0,-1.0,7155.630357142857,7142.885,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2380357142857143,0.0,0.0,3.0,-1.0,5671.467857142858,0.0,5671.467857142858,0.0,7155630357.142858
0,30.0,172.0,1,1,-1,-1,-1,-1,19.013571428571428,3850.1732142857145,-1.0,-1.0,-1.0,-1.0,1205.1785714285713,1188.0828571428572,3.0,2.0,889.6303571428572,889.6303571428572,382.14285714285717,265.8803571428571,238.92857142857142,32.0,32.0,12.0,16.0,2.0,0.0,1.0,0.0,0.0,0.6428571428571429,0.0,2.0,-1.0,3869.186785714286,0.0,3869.186785714286,0.0,1.3546958693545879
0,27.0,12.0,1,1,-1,-1,-1,-1,6398.112142857143,7908.8832142857145,-1.0,-1.0,-1.0,-1.0,987.8585714285715,987.8585714285715,4.0,4.0,957.6796428571428,957.6796428571428,307.14285714285717,219.42964285714285,427.7142857142857,26.0,26.0,4.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,14306.995357142858,0.0,14306.995357142858,0.0,1.0315125499064388
1,27.0,33.0,1,-1,-1,-1,-1,-1,871.7367857142857,-1.0,-1.0,-1.0,-1.0,-1.0,0.0010714285714285715,0.0010714285714285715,1.0,1.0,18.035714285714285,18.035714285714285,0.0,0.0,18.035714285714285,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,871.7367857142857,0.0,871.7367857142857,0.0,5.9405937300264866e-05
1,23.0,4.0,1,-1,3,-1,-1,-1,875.3714285714286,-1.0,0.0,-1.0,-1.0,-1.0,643.1878571428571,643.1878571428571,4.0,4.0,546.6428571428571,546.6428571428571,178.57142857142858,68.53571428571429,296.07142857142856,9.0,9.0,1.0,1.0,6.0,1.0,0.0,0.0,15.275714285714287,0.0,0.0,4.0,-1.0,875.3714285714286,0.0,875.3714285714286,0.0,1.176614397429426
0,65.0,83.0,1,-1,-1,1,-1,-1,26315.770357142854,-1.0,-1.0,0.0,-1.0,-1.0,2230.964285714286,1716.5910714285715,22.0,18.0,2242.764642857143,1812.1853571428571,410.7142857142857,334.59785714285715,551.6428571428571,51.0,37.0,7.0,10.0,13.0,1.0,1.0,0.0,73.04178571428572,1.9642857142857142,0.0,1.0,1.0,26315.770357142854,0.0,26315.770357142854,0.0,0.9947384768280623
0,35.0,51.0,1,-1,-1,-1,-1,-1,186.8460714285714,-1.0,-1.0,-1.0,-1.0,-1.0,0.19642857142857142,0.19642857142857142,1.0,1.0,362.64285714285717,362.64285714285717,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.464285714285714,0.0,1.0,-1.0,186.8460714285714,0.0,186.8460714285714,0.0,0.0005416584582266656
1,63.0,52.0,1,1,-1,-1,-1,-1,0.0,38757.89464285714,-1.0,-1.0,-1.0,-1.0,5.913928571428571,0.008571428571428572,2.0,1.0,3.392857142857143,3.392857142857143,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.393928571428571,5.556785714285715,2.0,-1.0,38757.89464285714,0.0,38757.89464285714,0.0,1.7430521178372704
1,45.0,95.0,1,1,1,-1,-1,-1,503.99357142857144,3628.3885714285716,1891.0521428571428,-1.0,-1.0,-1.0,2470.3732142857143,2469.470357142857,6.0,5.0,4293.023214285714,2677.9160714285713,964.2857142857143,407.1660714285714,591.8571428571429,35.0,32.0,5.0,9.0,16.0,0.0,1.0,0.0,0.0,7.152500000000001,0.0,3.0,-1.0,6023.434285714286,0.0,6023.434285714286,0.0,0.5754390531804527
1,45.0,229.0,1,1,2,-1,-1,-1,622.2275,1537.0542857142857,0.0,-1.0,-1.0,-1.0,15.823571428571428,0.10035714285714285,2.0,1.0,1060.3060714285714,1060.3060714285714,0.0,6.073928571428572,1053.375,22.0,22.0,0.0,2.0,19.0,0.0,0.0,1.0,0.0,0.0,4.496071428571429,4.0,-1.0,2159.2817857142854,0.0,2159.2817857142854,0.0,0.014923588424169285
1,64.0,92.0,1,-1,2,1,-1,-1,2418.3175,-1.0,59721.75928571429,0.0,-1.0,-1.0,360.97499999999997,360.97499999999997,2.0,2.0,308.5357142857143,308.5357142857143,178.57142857142858,0.0,128.67857142857142,8.0,8.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.8939285714285715,0.0,3.0,1.0,62140.076785714286,0.0,62140.076785714286,0.0,1.1699617973424088
0,46.0,19.0,2,-1,-1,-1,-1,-1,4.145357142857143,-1.0,-1.0,-1.0,-1.0,-1.0,415.73821428571426,415.73821428571426,9.0,9.0,111.71428571428571,111.71428571428571,0.0,0.0,108.67857142857143,3.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,15.24642857142857,0.0,2.0,-1.0,4.145357142857143,0.0,4.145357142857143,0.0,3.721441782544639
0,33.0,109.0,1,-1,-1,-1,-1,-1,169.5635714285714,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,169.5635714285714,0.0,169.5635714285714,0.0,0.0
0,43.0,53.0,1,-1,-1,-1,1,-1,960.5725,-1.0,-1.0,-1.0,0.4642857142857143,-1.0,49.799642857142864,0.0,4.0,0.0,36.60321428571429,1.9642857142857142,17.857142857142858,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,960.5725,0.4642857142857143,960.1082142857143,0.00048357644158637846,1.3605264583567596
1,64.0,125.0,1,1,2,1,1,-1,0.0,7522.666428571429,83343.19785714286,531.1228571428571,398.34785714285715,-1.0,4412.515,4409.652142857142,4.0,3.0,5510.359642857143,5510.359642857143,1157.142857142857,1104.9892857142856,3241.5910714285715,68.0,68.0,8.0,21.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,90865.86428571428,929.4707142857143,89936.39357142858,0.010334756346852875,0.8007671522709046
1,54.0,105.0,1,1,-1,-1,-1,-1,583.7142857142857,2907.094285714286,-1.0,-1.0,-1.0,-1.0,977.3978571428571,964.9039285714287,3.0,2.0,478.74571428571426,478.74571428571426,314.2857142857143,164.46,0.0,10.0,10.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,3490.8085714285717,0.0,3490.8085714285717,0.0,2.0415803754181874
0,45.0,49.0,1,-1,2,-1,-1,-1,1263.0528571428572,-1.0,1793.8999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,3056.9528571428573,0.0,3056.9528571428573,0.0,0.0
0,20.0,28.0,1,-1,-1,-1,-1,-1,3891.1160714285716,-1.0,-1.0,-1.0,-1.0,-1.0,356.4042857142857,356.4042857142857,2.0,2.0,1.9642857142857142,1.9642857142857142,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,3891.1160714285716,0.0,3891.1160714285716,0.0,181.44208944766356
0,67.0,180.0,1,-1,-1,-1,-1,-1,220.45892857142857,-1.0,-1.0,-1.0,-1.0,-1.0,191.17892857142857,191.17892857142857,4.0,4.0,190.10714285714286,190.10714285714286,75.0,18.571428571428573,85.82142857142857,19.0,19.0,6.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,220.45892857142857,0.0,220.45892857142857,0.0,1.005637792944231
1,62.0,91.0,1,1,1,-1,1,-1,101.32392857142858,4104.848928571429,0.0,-1.0,671.9992857142857,-1.0,2135.977142857143,0.017857142857142856,9.0,1.0,12005.129642857142,9965.385714285714,0.0,962.9582142857143,0.0,23.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4206.1728571428575,671.9992857142857,3534.173571428572,0.19014326035280413,0.17792203884696012
1,54.0,20.0,1,-1,-1,1,-1,-1,4714.448214285714,-1.0,-1.0,0.0,-1.0,-1.0,874.6642857142857,832.8860714285714,6.0,4.0,815.5914285714287,773.8510714285715,678.5553571428571,34.339285714285715,10.714285714285714,33.0,31.0,13.0,3.0,1.0,0.0,1.0,0.0,0.0,3.5,0.0,1.0,1.0,4714.448214285714,0.0,4714.448214285714,0.0,1.0724294714252922
1,41.0,17.0,1,-1,-1,-1,-1,-1,1909.81,-1.0,-1.0,-1.0,-1.0,-1.0,3851.0192857142856,3851.0192857142856,3.0,3.0,988.4967857142857,988.4967857142857,135.71428571428572,199.08214285714286,653.7003571428571,21.0,21.0,2.0,10.0,9.0,1.0,0.0,0.0,42.71660714285714,0.0,0.0,1.0,-1.0,1909.81,0.0,1909.81,0.0,3.895833893921783
0,43.0,15.0,1,-1,-1,1,-1,-1,53.59607142857143,-1.0,-1.0,0.0,-1.0,-1.0,271.43035714285713,271.43035714285713,2.0,2.0,301.5,301.5,178.57142857142858,0.0,120.32142857142857,6.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,53.59607142857143,0.0,53.59607142857143,0.0,0.9002665215342972
1,47.0,129.0,1,-1,-1,-1,-1,-1,1377.3742857142859,-1.0,-1.0,-1.0,-1.0,-1.0,430.82428571428574,430.82428571428574,4.0,4.0,1261.107142857143,1261.107142857143,357.14285714285717,0.0,880.1071428571429,13.0,13.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1377.3742857142859,0.0,1377.3742857142859,0.0,0.3416238563177064
1,87.0,163.0,1,1,1,1,-1,-1,179.35714285714286,21.01607142857143,53571.42857142857,0.0,-1.0,-1.0,1283.6885714285713,533.3767857142857,6.0,3.0,1053.6,1053.5960714285713,0.0,0.0,304.51642857142855,4.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.7857142857142858,18.353928571428572,3.0,1.0,53771.801785714284,0.0,53771.801785714284,0.0,1.21838322912888
1,59.0,57.0,1,1,3,-1,-1,-1,3707.065714285714,5589.0225,4392.478571428571,-1.0,-1.0,-1.0,503.6742857142857,496.2525,5.0,2.0,511.2857142857143,511.2857142857143,53.57142857142857,188.67857142857142,266.5357142857143,13.0,13.0,1.0,6.0,5.0,1.0,0.0,0.0,0.004821428571428572,0.0,0.0,5.0,-1.0,13688.566785714283,0.0,13688.566785714283,0.0,0.9851131581738496
0,66.0,178.0,1,-1,-1,1,1,1,178.30857142857144,-1.0,-1.0,0.0,886.5778571428572,3447.6735714285714,792.6785714285714,659.2928571428572,7.0,2.0,1587.8096428571428,1559.7360714285714,285.7142857142857,39.42857142857143,0.0,16.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,178.30857142857144,4334.251428571429,-4155.942857142857,-1.042904481269519,0.49922770937640787
0,24.0,142.0,1,-1,-1,-1,-1,-1,3684.7542857142857,-1.0,-1.0,-1.0,-1.0,-1.0,4312.963571428571,4312.963571428571,5.0,5.0,2721.265,2721.265,435.4785714285714,1592.8235714285713,683.6071428571429,64.0,64.0,3.0,47.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,3684.7542857142857,0.0,3684.7542857142857,0.0,1.584911270987449
0,41.0,75.0,1,2,1,-1,-1,-1,340.195,901.5539285714285,4771.731071428571,-1.0,-1.0,-1.0,50.348571428571425,0.00035714285714285714,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-1.0,6013.48,0.0,6013.48,0.0,50348571.428571425
1,86.0,19.0,1,-1,-1,-1,-1,-1,5860.190714285714,-1.0,-1.0,-1.0,-1.0,-1.0,0.0732142857142857,0.0732142857142857,1.0,1.0,3.392857142857143,3.392857142857143,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5860.190714285714,0.0,5860.190714285714,0.0,0.02157894100831212
0,20.0,151.0,1,-1,1,-1,-1,-1,11324.907857142856,-1.0,34612.790357142854,-1.0,-1.0,-1.0,1001.5760714285715,1001.5760714285715,4.0,4.0,886.0357142857143,886.0357142857143,357.14285714285717,0.0,525.2857142857143,16.0,16.0,1.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,5.396428571428571,2.0,-1.0,45937.69821428571,0.0,45937.69821428571,0.0,1.1304014659336836
0,43.0,111.0,1,3,2,-1,-1,-1,14.855,90800.88214285715,0.0,-1.0,-1.0,-1.0,569.7671428571429,568.7203571428571,4.0,3.0,225.07142857142858,225.07142857142858,0.0,0.0,224.39285714285714,4.0,4.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,5.25,28.685357142857146,6.0,-1.0,90815.73714285715,0.0,90815.73714285715,0.0,2.5314947523196043
0,25.0,60.0,1,-1,-1,1,-1,-1,364.4975,-1.0,-1.0,0.0,-1.0,-1.0,196.49642857142857,196.49642857142857,3.0,3.0,120.25,120.25,71.42857142857143,8.892857142857142,29.214285714285715,6.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,364.4975,0.0,364.4975,0.0,1.6340659204770283
1,36.0,31.0,1,-1,-1,-1,-1,-1,34.32214285714286,-1.0,-1.0,-1.0,-1.0,-1.0,9319.197142857143,9319.197142857143,4.0,4.0,1086.5821428571428,1086.5821428571428,460.7142857142857,0.0,203.67857142857142,15.0,15.0,6.0,0.0,5.0,1.0,0.0,0.0,1.4573214285714287,0.0,0.0,1.0,-1.0,34.32214285714286,0.0,34.32214285714286,0.0,8.576615394926252
1,45.0,58.0,1,-1,3,-1,-1,-1,826.4403571428572,-1.0,1035.577142857143,-1.0,-1.0,-1.0,0.00035714285714285714,0.00035714285714285714,1.0,1.0,3.392857142857143,3.392857142857143,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.875178571428571,0.0,0.0,4.0,-1.0,1862.0175000000002,0.0,1862.0175000000002,0.0,0.00010526312686981523
1,21.0,33.0,1,-1,-1,-1,-1,-1,7153.650000000001,-1.0,-1.0,-1.0,-1.0,-1.0,127.57214285714285,127.57214285714285,3.0,3.0,110.06428571428572,110.06428571428572,46.42857142857143,62.385714285714286,0.0,12.0,12.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,7153.650000000001,0.0,7153.650000000001,0.0,1.1590693645097208
0,20.0,81.0,1,-1,-1,-1,-1,-1,649.5714285714286,-1.0,-1.0,-1.0,-1.0,-1.0,107.1432142857143,107.1432142857143,2.0,2.0,78.95357142857142,78.95357142857142,35.714285714285715,3.382142857142857,35.82142857142857,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,649.5714285714286,0.0,649.5714285714286,0.0,1.3570407391336952
1,59.0,149.0,1,-1,-1,-1,-1,-1,2728.945714285714,-1.0,-1.0,-1.0,-1.0,-1.0,8921.083214285714,8921.083214285714,6.0,6.0,9175.231071428572,9175.231071428572,0.0,828.6692857142858,5577.774285714286,36.0,36.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,2728.945714285714,0.0,2728.945714285714,0.0,0.9723006585734316
0,31.0,8.0,1,2,-1,1,1,-1,8.870357142857143,3655.8189285714284,-1.0,23.064285714285713,1.4285714285714286,-1.0,2186.5410714285713,1367.827857142857,25.0,17.0,2137.954642857143,1356.1046428571428,32.142857142857146,0.0,220.32142857142858,36.0,16.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,3.392857142857143,0.0,3.0,2.0,3664.6892857142857,24.49285714285714,3640.1964285714284,0.006728443812506228,1.0227256587089109
1,35.0,151.0,1,-1,-1,1,-1,1,3662.217857142857,-1.0,-1.0,0.0,-1.0,2812.0667857142857,1808.9675,1395.1942857142858,18.0,13.0,2289.280714285714,1895.1942857142858,1214.2857142857142,0.0,60.392857142857146,26.0,17.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,6.071428571428571,1.0,2.0,3662.217857142857,2812.0667857142857,850.1510714285714,3.3077259759035966,0.7901903370440229
1,30.0,151.0,1,1,1,-1,-1,-1,22.32857142857143,2077.6125,14285.714285714286,-1.0,-1.0,-1.0,438.7257142857143,438.29857142857145,3.0,2.0,110.35714285714286,110.35714285714286,0.0,0.0,108.57142857142857,3.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.107142857142857,0.0,3.0,-1.0,16385.65535714286,0.0,16385.65535714286,0.0,3.975508054590865
1,20.0,172.0,1,-1,-1,1,-1,-1,48.771071428571425,-1.0,-1.0,114.14,-1.0,-1.0,4160.701071428572,2840.9796428571426,38.0,33.0,4245.904642857143,2803.675714285714,232.14285714285714,786.3367857142857,202.24964285714285,86.0,58.0,4.0,38.0,6.0,1.0,0.0,1.0,2.9580357142857143,0.0,6.9525,1.0,1.0,48.771071428571425,114.14,-65.36892857142857,-1.7460895296971075,0.9799327635509097
0,80.0,199.0,1,-1,-1,-1,-1,-1,42.99071428571428,-1.0,-1.0,-1.0,-1.0,-1.0,0.010357142857142856,0.0007142857142857143,2.0,1.0,6.438214285714286,6.428571428571429,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.256428571428572,0.0,1.0,-1.0,42.99071428571428,0.0,42.99071428571428,0.0,0.0016086978141480067
0,48.0,88.0,1,-1,1,-1,-1,-1,112.35000000000001,-1.0,0.0,-1.0,-1.0,-1.0,745.22,745.22,2.0,2.0,319.89285714285717,319.89285714285717,0.0,0.0,316.9642857142857,7.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,112.35000000000001,0.0,112.35000000000001,0.0,2.329592490205583
0,26.0,181.0,1,-1,-1,-1,-1,-1,23.330714285714286,-1.0,-1.0,-1.0,-1.0,-1.0,0.013214285714285715,0.013214285714285715,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,23.330714285714286,0.0,23.330714285714286,0.0,13214.285714285716
