ActBal_OVD,ActBal_Total_Asset,ActBal_Total_Liability,ActBal_Total,Age,Count_Total_Asset,Count_Total_Liability,Debt_To_Balance,Inflow_Outflow_Ratio,TransactionsDeb_PaymentOrder,TransactionsDebCash_Card,VolumeCred_CA,VolumeDeb_PaymentOrder,Revenue_MF
-1.0,6013.48,0.0,6013.48,41.0,4.0,-1.0,0.0,50348571.428571425,0.0,0.0,0.00035714285714285714,0.0,0.0
-1.0,5860.190714285714,0.0,5860.190714285714,86.0,1.0,-1.0,0.0,0.02157894100831212,0.0,0.0,0.0732142857142857,0.0,0.0
-1.0,45937.69821428571,0.0,45937.69821428571,20.0,2.0,-1.0,0.0,1.1304014659336836,14.0,1.0,1001.5760714285715,525.2857142857143,0.0
-1.0,90815.73714285715,0.0,90815.73714285715,43.0,6.0,-1.0,0.0,2.5314947523196043,3.0,0.0,568.7203571428571,224.39285714285714,0.0
0.0,364.4975,0.0,364.4975,25.0,1.0,1.0,0.0,1.6340659204770283,2.0,2.0,196.49642857142857,29.214285714285715,0.0
-1.0,34.32214285714286,0.0,34.32214285714286,36.0,1.0,-1.0,0.0,8.576615394926252,5.0,6.0,9319.197142857143,203.67857142857142,1.4573214285714287
-1.0,1862.0175000000002,0.0,1862.0175000000002,45.0,4.0,-1.0,0.0,0.00010526312686981523,0.0,0.0,0.00035714285714285714,0.0,3.875178571428571
-1.0,7153.650000000001,0.0,7153.650000000001,21.0,1.0,-1.0,0.0,1.1590693645097208,0.0,5.0,127.57214285714285,0.0,0.0
-1.0,649.5714285714286,0.0,649.5714285714286,20.0,1.0,-1.0,0.0,1.3570407391336952,1.0,1.0,107.1432142857143,35.82142857142857,0.0
-1.0,2728.945714285714,0.0,2728.945714285714,59.0,1.0,-1.0,0.0,0.9723006585734316,12.0,0.0,8921.083214285714,5577.774285714286,0.0
23.064285714285713,3664.6892857142857,24.49285714285714,3640.1964285714284,31.0,3.0,2.0,0.006728443812506228,1.0227256587089109,8.0,1.0,1367.827857142857,220.32142857142858,0.0
0.0,3662.217857142857,2812.0667857142857,850.1510714285714,35.0,1.0,2.0,3.3077259759035966,0.7901903370440229,2.0,6.0,1395.1942857142858,60.392857142857146,0.0
-1.0,16385.65535714286,0.0,16385.65535714286,30.0,3.0,-1.0,0.0,3.975508054590865,2.0,0.0,438.29857142857145,108.57142857142857,0.0
114.14,48.771071428571425,114.14,-65.36892857142857,20.0,1.0,1.0,-1.7460895296971075,0.9799327635509097,6.0,4.0,2840.9796428571426,202.24964285714285,2.9580357142857143
-1.0,42.99071428571428,0.0,42.99071428571428,80.0,1.0,-1.0,0.0,0.0016086978141480067,0.0,0.0,0.0007142857142857143,0.0,0.0
-1.0,112.35000000000001,0.0,112.35000000000001,48.0,2.0,-1.0,0.0,2.329592490205583,6.0,0.0,745.22,316.9642857142857,0.0
-1.0,23.330714285714286,0.0,23.330714285714286,26.0,1.0,-1.0,0.0,13214.285714285716,0.0,0.0,0.013214285714285715,0.0,0.0
0.0,816.8389285714286,0.0,816.8389285714286,39.0,3.0,1.0,0.0,2.5251994728628517,7.0,0.0,1171.3260714285714,430.5,0.0
-1.0,204.46142857142857,0.0,204.46142857142857,73.0,1.0,-1.0,0.0,0.706670578679751,0.0,8.0,157.28821428571428,0.0,0.0
0.0,50.78071428571428,17300.489642857145,-17249.708928571432,43.0,1.0,2.0,-1.0029438592557667,1.040862013518228,0.0,2.0,191.80749999999998,0.0,0.0
-1.0,35.714285714285715,1068.2096428571429,-1032.495357142857,26.0,1.0,1.0,-1.0345902637738784,1.3829276982444012,2.0,7.0,691.97,132.14285714285714,0.0
-1.0,637.8357142857143,0.0,637.8357142857143,47.0,1.0,-1.0,0.0,0.717574558218321,0.0,0.0,91.0807142857143,0.0,0.0
-1.0,30275.505357142858,0.0,30275.505357142858,43.0,3.0,-1.0,0.0,1.914524962823314,7.0,1.0,3075.1617857142855,266.2142857142857,0.0
-1.0,161.36607142857144,0.0,161.36607142857144,32.0,3.0,-1.0,0.0,1.4575145025336982,8.0,1.0,1021.0078571428572,456.92857142857144,0.0
-1.0,1392.7667857142858,0.0,1392.7667857142858,39.0,1.0,-1.0,0.0,0.9938301322623586,4.0,0.0,857.1078571428571,861.7860714285714,3.2930357142857143
-1.0,8883.968214285715,0.0,8883.968214285715,22.0,2.0,-1.0,0.0,0.8464576878598853,0.0,0.0,30.381785714285716,0.0,0.0
676.7528571428572,2893.112857142857,676.7528571428572,2216.3599999999997,25.0,1.0,1.0,0.3053442837975388,0.616575330641021,4.0,0.0,32.15,52.142857142857146,19.354642857142856
-1.0,1103.6585714285713,0.0,1103.6585714285713,42.0,1.0,-1.0,0.0,1.0395721017616493,7.0,2.0,1062.0342857142857,343.0357142857143,28.295535714285712
681.5203571428572,12.750357142857142,681.5203571428572,-668.77,60.0,1.0,1.0,-1.019065385950211,0.981662854286147,3.0,6.0,1339.5464285714286,496.0357142857143,0.06714285714285714
-1.0,898.485,0.0,898.485,47.0,1.0,-1.0,0.0,0.954478668538322,2.0,0.0,23.214285714285715,22.142857142857142,3.1389285714285715
-1.0,1338.5735714285713,0.0,1338.5735714285713,50.0,2.0,-1.0,0.0,68401428.57142857,0.0,0.0,0.0,0.0,1.4732142857142858
-1.0,2809.1978571428567,7237.215357142857,-4428.0175,32.0,1.0,1.0,-1.634414353325675,1.3092694758415544,0.0,2.0,433.42928571428575,0.0,0.0
-1.0,564.9810714285715,0.0,564.9810714285715,33.0,1.0,-1.0,0.0,4.129356941750927,3.0,0.0,399.0728571428572,95.10714285714286,0.0
-1.0,185.72214285714287,0.0,185.72214285714287,63.0,4.0,-1.0,0.0,0.8871626305966531,3.0,1.0,447.11285714285714,67.42857142857143,0.0
0.0,1653.9632142857142,940.5742857142858,713.3889285714284,74.0,1.0,2.0,1.3184593238352325,0.8706124312926176,1.0,2.0,398.90214285714285,25.714285714285715,0.0
-1.0,1511.6839285714286,0.0,1511.6839285714286,27.0,1.0,-1.0,0.0,0.9810173136082561,1.0,0.0,714.2857142857143,725.9285714285714,0.0
-1.0,0.0,853.2671428571429,-853.2671428571429,66.0,1.0,1.0,-1.0000000011719659,1.0876616721679422,15.0,2.0,18347.068571428572,15311.785714285714,5.416428571428571
-1.0,125.5625,0.0,125.5625,25.0,1.0,-1.0,0.0,2.639281237170161,4.0,1.0,542.9378571428572,185.71428571428572,0.0
-1.0,5692.812857142857,0.0,5692.812857142857,45.0,2.0,-1.0,0.0,2.5409127923486854,21.0,0.0,6043.837857142857,2366.0375,4.234464285714286
-1.0,574.6835714285714,0.0,574.6835714285714,54.0,1.0,-1.0,0.0,1.0097087693288762,0.0,0.0,635.215,0.0,0.0
-1.0,16636.861071428575,0.0,16636.861071428575,54.0,3.0,-1.0,0.0,0.39317809051429564,6.0,0.0,1826.0492857142856,1012.6785714285714,0.0
-1.0,3970.2717857142857,0.0,3970.2717857142857,25.0,1.0,-1.0,0.0,0.9511382401674726,7.0,2.0,1023.9342857142857,343.32142857142856,0.0
-1.0,1577.5682142857145,0.0,1577.5682142857145,33.0,1.0,-1.0,0.0,0.22864525939928146,10.0,1.0,714.3042857142857,2329.5257142857145,0.0
-1.0,3314.279642857143,0.0,3314.279642857143,41.0,1.0,-1.0,0.0,1.5587890670918134,15.0,0.0,1104.7310714285716,657.8214285714286,0.0
-1.0,1.9646428571428571,0.0,1.9646428571428571,51.0,1.0,-1.0,0.0,1.313173885127662,3.0,3.0,500.03785714285715,202.21428571428572,0.0
-1.0,6088.517142857143,0.0,6088.517142857143,60.0,3.0,-1.0,0.0,1.5977977937249779,4.0,1.0,10397.091785714287,205.74642857142857,0.0
-1.0,3446.8114285714287,0.0,3446.8114285714287,73.0,1.0,-1.0,0.0,1.3647702693430521,4.0,3.0,232.86392857142854,37.035714285714285,1.7032142857142856
-1.0,4112.732857142857,0.0,4112.732857142857,22.0,1.0,-1.0,0.0,0.8831806927001614,9.0,12.0,854.5785714285714,178.14285714285714,6.762142857142857
-1.0,4191.315714285714,28.97142857142857,4162.344285714285,56.0,4.0,1.0,0.006960363337531201,6.109662358987012,2.0,0.0,107.14678571428571,15.857142857142858,0.0
-1.0,3913.7982142857145,0.0,3913.7982142857145,23.0,1.0,-1.0,0.0,0.010727267266118484,0.0,0.0,0.02107142857142857,0.0,0.0
-1.0,3515.7771428571427,0.0,3515.7771428571427,22.0,1.0,-1.0,0.0,2.987258716470645,2.0,0.0,540.5871428571429,178.57142857142858,0.0
-1.0,86.7207142857143,0.0,86.7207142857143,20.0,2.0,-1.0,0.0,0.006711097642433838,4.0,0.0,0.06535714285714286,1414.7142857142858,1.5814285714285714
-1.0,11.684642857142858,0.0,11.684642857142858,20.0,1.0,-1.0,0.0,2.0574695682982744,4.0,2.0,1322.144642857143,539.6071428571429,0.0
-1.0,585.8196428571429,0.0,585.8196428571429,71.0,2.0,-1.0,0.0,27.042095250182438,1.0,0.0,377.6203571428572,11.785714285714286,0.0
-1.0,443.98857142857145,0.0,443.98857142857145,64.0,1.0,-1.0,0.0,0.6300650532974276,3.0,8.0,606.54,158.8567857142857,5.793928571428571
-1.0,160.90321428571428,0.0,160.90321428571428,30.0,1.0,-1.0,0.0,7.312158710476309e-05,0.0,0.0,0.009642857142857144,0.0,0.0
-1.0,5733.328214285714,0.0,5733.328214285714,24.0,1.0,-1.0,0.0,1.4245468369044747,5.0,0.0,620.8582142857142,358.9642857142857,1.5453571428571429
0.0,981.5882142857143,8742.690357142857,-7761.102142857143,40.0,1.0,2.0,-1.1264753635945361,1.0181174347768105,4.0,4.0,1343.8639285714287,239.5,0.0
-1.0,1380.3685714285714,0.0,1380.3685714285714,55.0,5.0,-1.0,0.0,2.008121624577096,10.0,3.0,1518.6160714285713,302.9596428571429,2.7010714285714283
157.9267857142857,9910.219642857142,157.9267857142857,9752.292857142857,50.0,2.0,1.0,0.016193810831103356,1.4311406020843367,2.0,0.0,357.1482142857143,198.96428571428572,0.0
-1.0,1047.5860714285714,0.0,1047.5860714285714,59.0,1.0,-1.0,0.0,1.0032857939029451,4.0,6.0,998.6810714285714,790.035,0.0
-1.0,13156.7175,0.0,13156.7175,61.0,5.0,-1.0,0.0,20700000.0,0.0,0.0,0.02392857142857143,0.0,0.0
-1.0,249.10607142857145,0.0,249.10607142857145,64.0,2.0,-1.0,0.0,0.6119805285010304,5.0,0.0,898.5803571428571,1472.2142857142858,0.0
-1.0,239.06392857142856,0.0,239.06392857142856,27.0,1.0,-1.0,0.0,0.1719564804586609,0.0,0.0,58.93071428571428,0.0,0.0
-1.0,5826.981428571429,0.0,5826.981428571429,65.0,1.0,-1.0,0.0,0.7804217416978516,15.0,0.0,3350.016071428571,4232.285714285715,0.0
-1.0,3991.9914285714285,0.0,3991.9914285714285,54.0,2.0,-1.0,0.0,0.9574311186759226,6.0,1.0,377.04321428571427,183.60714285714286,0.0
0.0,42.95142857142857,254.98964285714285,-212.03821428571428,61.0,1.0,2.0,-1.2025645703472938,0.7546132609666771,6.0,0.0,1125.1067857142857,966.9642857142857,0.0
-1.0,10.772857142857143,0.0,10.772857142857143,57.0,1.0,-1.0,0.0,0.9050702852980316,0.0,6.0,503.57464285714286,0.0,0.6416071428571428
-1.0,0.6821428571428572,0.0,0.6821428571428572,41.0,1.0,-1.0,0.0,0.8792223298913759,1.0,2.0,349.2710714285714,38.57142857142857,0.0
29.37607142857143,3234.503214285714,29.37607142857143,3205.1271428571426,19.0,1.0,1.0,0.009165337320509356,0.8711899476637157,12.0,1.0,713.7528571428572,693.8207142857143,0.0
-1.0,1.04,0.0,1.04,40.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,6833.382857142858,0.0,6833.382857142858,70.0,1.0,-1.0,0.0,1.019166321129911,2.0,0.0,178.5725,172.82142857142858,0.26071428571428573
0.0,62727.838571428576,1687.6132142857143,61040.22535714286,55.0,4.0,3.0,0.02764755871040676,0.7409515815196428,7.0,2.0,5592.935357142857,926.9814285714285,0.0
386.6507142857143,226.81428571428572,386.6507142857143,-159.83642857142857,23.0,1.0,1.0,-2.419040015849489,1.4251114246014107,1.0,3.0,370.5467857142857,17.857142857142858,0.0
-1.0,2462.121785714286,0.0,2462.121785714286,47.0,1.0,-1.0,0.0,1.0369244164722302,1.0,1.0,403.2525,324.60714285714283,0.0
-1.0,12891.626785714285,0.0,12891.626785714285,32.0,1.0,-1.0,0.0,0.9313728621008662,6.0,1.0,601.3675000000001,378.82142857142856,0.0
0.0,121.69535714285713,1280.5314285714285,-1158.8360714285714,40.0,1.0,2.0,-1.1050151624102025,0.9361658621896011,2.0,4.0,1373.1585714285716,216.85714285714286,0.0
-1.0,406379.64892857143,0.0,406379.64892857143,70.0,5.0,-1.0,0.0,0.8282068561823027,9.0,0.0,8192.971071428572,25498.309285714287,0.0
0.0,252.36035714285714,293.5996428571429,-41.23928571428576,51.0,1.0,2.0,-7.119416471242447,1.4694591870090474,5.0,0.0,455.4321428571429,275.67857142857144,0.0
-1.0,1442.284642857143,0.0,1442.284642857143,42.0,1.0,1.0,0.0,0.8617377177618334,6.0,1.0,357.1432142857143,252.14285714285714,0.0
-1.0,0.0,0.0,0.0,70.0,1.0,-1.0,0.0,1.0796218547791863,10.0,0.0,879.9689285714286,757.1428571428571,8.917321428571428
0.0,74934.95607142858,0.0,74934.95607142858,40.0,1.0,1.0,0.0,0.9669363979899747,12.0,0.0,3491.4614285714283,1267.0714285714287,0.0
418.78749999999997,856.344642857143,418.78749999999997,437.557142857143,54.0,1.0,1.0,0.957103559796361,1.0751956749977356,4.0,1.0,1287.6846428571428,406.0,0.0
-1.0,561.1032142857142,0.0,561.1032142857142,37.0,1.0,-1.0,0.0,0.8451823870621308,1.0,11.0,433.3582142857143,21.428571428571427,0.0
-1.0,563.4078571428571,0.0,563.4078571428571,24.0,1.0,-1.0,0.0,0.839551331135012,5.0,2.0,412.46857142857147,68.42857142857143,0.0
-1.0,170.8567857142857,0.0,170.8567857142857,30.0,1.0,-1.0,0.0,285759285.71428573,0.0,0.0,285.75928571428574,0.0,0.0
-1.0,708.8621428571429,0.0,708.8621428571429,45.0,1.0,-1.0,0.0,7.983339079567252e-05,1.0,0.0,0.016428571428571428,173.60714285714286,0.0
-1.0,5.642857142857143,0.0,5.642857142857143,41.0,1.0,-1.0,0.0,0.6716047394509268,7.0,0.0,270.3592857142857,292.60714285714283,9.155357142857143
-1.0,284.3885714285714,0.0,284.3885714285714,26.0,1.0,-1.0,0.0,0.5395499555032907,0.0,3.0,519.7157142857143,0.0,0.0
-1.0,1041.1778571428572,0.0,1041.1778571428572,55.0,2.0,1.0,0.0,3.393110606336863,8.0,4.0,2380.5107142857146,410.57142857142856,0.0
-1.0,776.5903571428571,0.0,776.5903571428571,27.0,1.0,-1.0,0.0,1.2840322377445121,1.0,4.0,325.01928571428573,47.98607142857143,0.0
-1.0,1776.572857142857,0.0,1776.572857142857,25.0,2.0,-1.0,0.0,1.3514071337373565,9.0,3.0,2428.6885714285713,1041.0514285714285,0.0
-1.0,536.9514285714286,0.0,536.9514285714286,31.0,1.0,-1.0,0.0,1.541052067710204,0.0,2.0,3460.529285714286,0.0,0.0
-1.0,6432.599999999999,0.0,6432.599999999999,67.0,2.0,-1.0,0.0,0.9008747028356471,10.0,3.0,1141.8757142857144,1139.4321428571427,0.0
-1.0,8378.591785714285,0.0,8378.591785714285,45.0,2.0,-1.0,0.0,0.4105811722342269,3.0,0.0,0.03321428571428572,190.60714285714286,0.0
0.0,64.68964285714286,779.2857142857143,-714.5960714285715,37.0,1.0,2.0,-1.0905261679067813,0.8673474881593937,5.0,0.0,1434.6189285714286,535.8571428571429,0.0
0.0,1049.0621428571428,0.0,1049.0621428571428,34.0,1.0,1.0,0.0,1.032514520263553,0.0,0.0,153.5717857142857,0.0,0.0
0.0,572.1632142857143,0.0,572.1632142857143,29.0,1.0,1.0,0.0,2.4387114009647823,0.0,2.0,1443.5049999999999,0.0,0.0
-1.0,26685.8375,0.0,26685.8375,30.0,4.0,-1.0,0.0,13.117417236269056,2.0,0.0,788.6039285714286,60.57142857142857,0.0
-1.0,2614.3335714285713,0.0,2614.3335714285713,38.0,1.0,-1.0,0.0,1.9211685995086625,10.0,1.0,973.71,417.42857142857144,0.0
-1.0,4483.517142857143,0.0,4483.517142857143,48.0,1.0,-1.0,0.0,0.8089174973672233,1.0,1.0,1071.5267857142858,1071.4285714285713,0.0
-1.0,44549.36714285715,0.0,44549.36714285715,66.0,4.0,-1.0,0.0,0.9916417573366083,2.0,1.0,656.4314285714287,231.0,0.0
984.7853571428572,11936.224285714286,984.7853571428572,10951.43892857143,39.0,2.0,1.0,0.08992291912286593,0.4474304218381347,7.0,1.0,643.7989285714285,268.7142857142857,0.0
-1.0,8217.413928571428,0.0,8217.413928571428,24.0,4.0,-1.0,0.0,3.1634968228994502,7.0,0.0,242.8232142857143,120.41250000000001,0.0
-1.0,716.3985714285715,0.0,716.3985714285715,61.0,1.0,-1.0,0.0,0.9812879260823852,2.0,2.0,316.46535714285716,141.53571428571428,0.0
-1.0,5221.425714285715,0.0,5221.425714285715,73.0,1.0,-1.0,0.0,0.9674921193480926,2.0,5.0,592.0360714285714,417.42857142857144,0.0
0.0,423.3692857142857,0.0,423.3692857142857,26.0,1.0,1.0,0.0,0.6068038592237883,1.0,2.0,45.41535714285715,3.5714285714285716,0.0
-1.0,272.3232142857143,0.0,272.3232142857143,36.0,2.0,-1.0,0.0,0.778101460547065,3.0,0.0,267.8614285714286,240.67857142857142,6.1883928571428575
0.0,937.21,0.0,937.21,22.0,3.0,1.0,0.0,1.786352259732429e-05,0.0,0.0,0.0035714285714285718,0.0,0.0
-1.0,0.0,0.0,0.0,23.0,1.0,-1.0,0.0,0.00018181808925624547,0.0,0.0,0.00035714285714285714,0.0,0.0
-1.0,27156.871785714284,0.0,27156.871785714284,30.0,2.0,-1.0,0.0,1.951219705309129,2.0,4.0,2708.7110714285714,385.2857142857143,0.0
0.0,7496.5596428571425,0.0,7496.5596428571425,50.0,2.0,1.0,0.0,0.9888764835567164,5.0,1.0,384.7546428571428,319.07142857142856,0.0
-1.0,2505.5635714285713,0.0,2505.5635714285713,66.0,1.0,-1.0,0.0,0.9933048905583849,7.0,1.0,1650.6417857142858,597.5714285714286,0.0
-1.0,89.44571428571429,0.0,89.44571428571429,76.0,1.0,-1.0,0.0,0.9835511544161757,0.0,2.0,388.6432142857143,0.0,0.0
-1.0,1681.3917857142858,0.0,1681.3917857142858,32.0,1.0,-1.0,0.0,1.1475044140945763,3.0,0.0,541.4475,296.96464285714285,18.486785714285713
-1.0,3661.9582142857143,0.0,3661.9582142857143,32.0,1.0,-1.0,0.0,0.8844219469865621,5.0,4.0,645.2521428571429,348.92857142857144,0.0
-1.0,132.98142857142858,0.0,132.98142857142858,66.0,1.0,-1.0,0.0,0.42353663137882486,14.0,1.0,1723.1896428571429,3791.535714285714,0.0
-1.0,805.28,0.0,805.28,72.0,2.0,-1.0,0.0,0.8938736976623427,5.0,0.0,690.0385714285715,768.5714285714286,0.0
-1.0,1602.5182142857143,0.0,1602.5182142857143,36.0,1.0,-1.0,0.0,0.8318164998897565,5.0,1.0,1971.4303571428572,2187.75,0.64125
-1.0,18847.616785714286,0.0,18847.616785714286,54.0,5.0,-1.0,0.0,1.0925045351480724,5.0,1.0,1264.4696428571428,623.3214285714286,10.098749999999999
-1.0,2414.488214285714,0.0,2414.488214285714,46.0,2.0,-1.0,0.0,0.7051123460488371,1.0,2.0,772.4007142857143,21.822142857142858,0.0
0.0,906.7657142857142,0.0,906.7657142857142,73.0,1.0,1.0,0.0,1.508952302152504,3.0,0.0,1185.6614285714284,64.96428571428571,0.0
0.0,90.47178571428572,0.0,90.47178571428572,48.0,4.0,2.0,0.0,0.8881595184034977,10.0,1.0,2512.621071428571,1384.5885714285716,0.0
-1.0,24451.294642857145,0.0,24451.294642857145,63.0,3.0,-1.0,0.0,1.8886663741611203,2.0,4.0,21797.609285714287,1000.0,0.0
277.98785714285714,3032.8325,529.9235714285714,2502.9089285714285,32.0,3.0,2.0,0.2117230735675668,0.9233154707626086,14.0,3.0,2676.002857142857,756.6785714285714,0.0
