ActBal_CA,ActBal_CC,ActBal_Total_Asset,ActBal_Total_Liability,ActBal_Total,Age,Count_Total_Asset,Count_Total_Liability,Debt_To_Balance,Inflow_Outflow_Ratio,TransactionsCred,TransactionsDeb_PaymentOrder,TransactionsDeb,Revenue_CL
34.32214285714286,-1.0,34.32214285714286,0.0,34.32214285714286,36.0,1.0,-1.0,0.0,8.576615394926252,4.0,5.0,15.0,0.0
826.4403571428572,-1.0,1862.0175000000002,0.0,1862.0175000000002,45.0,4.0,-1.0,0.0,0.00010526312686981523,1.0,0.0,1.0,0.0
7153.650000000001,-1.0,7153.650000000001,0.0,7153.650000000001,21.0,1.0,-1.0,0.0,1.1590693645097208,3.0,0.0,12.0,0.0
649.5714285714286,-1.0,649.5714285714286,0.0,649.5714285714286,20.0,1.0,-1.0,0.0,1.3570407391336952,2.0,1.0,4.0,0.0
2728.945714285714,-1.0,2728.945714285714,0.0,2728.945714285714,59.0,1.0,-1.0,0.0,0.9723006585734316,6.0,12.0,36.0,0.0
8.870357142857143,1.4285714285714286,3664.6892857142857,24.49285714285714,3640.1964285714284,31.0,3.0,2.0,0.006728443812506228,1.0227256587089109,25.0,8.0,36.0,0.0
3662.217857142857,-1.0,3662.217857142857,2812.0667857142857,850.1510714285714,35.0,1.0,2.0,3.3077259759035966,0.7901903370440229,18.0,2.0,26.0,6.071428571428571
22.32857142857143,-1.0,16385.65535714286,0.0,16385.65535714286,30.0,3.0,-1.0,0.0,3.975508054590865,3.0,2.0,3.0,0.0
48.771071428571425,-1.0,48.771071428571425,114.14,-65.36892857142857,20.0,1.0,1.0,-1.7460895296971075,0.9799327635509097,38.0,6.0,86.0,6.9525
42.99071428571428,-1.0,42.99071428571428,0.0,42.99071428571428,80.0,1.0,-1.0,0.0,0.0016086978141480067,2.0,0.0,2.0,0.0
112.35000000000001,-1.0,112.35000000000001,0.0,112.35000000000001,48.0,2.0,-1.0,0.0,2.329592490205583,2.0,6.0,7.0,0.0
23.330714285714286,-1.0,23.330714285714286,0.0,23.330714285714286,26.0,1.0,-1.0,0.0,13214.285714285716,1.0,0.0,0.0,0.0
816.8389285714286,-1.0,816.8389285714286,0.0,816.8389285714286,39.0,3.0,1.0,0.0,2.5251994728628517,8.0,7.0,10.0,0.0
204.46142857142857,-1.0,204.46142857142857,0.0,204.46142857142857,73.0,1.0,-1.0,0.0,0.706670578679751,4.0,0.0,21.0,12.5
50.78071428571428,-1.0,50.78071428571428,17300.489642857145,-17249.708928571432,43.0,1.0,2.0,-1.0029438592557667,1.040862013518228,7.0,0.0,12.0,0.0
35.714285714285715,1068.2096428571429,35.714285714285715,1068.2096428571429,-1032.495357142857,26.0,1.0,1.0,-1.0345902637738784,1.3829276982444012,7.0,2.0,17.0,0.0
637.8357142857143,-1.0,637.8357142857143,0.0,637.8357142857143,47.0,1.0,-1.0,0.0,0.717574558218321,2.0,0.0,2.0,0.0
1184.9382142857141,-1.0,30275.505357142858,0.0,30275.505357142858,43.0,3.0,-1.0,0.0,1.914524962823314,4.0,7.0,34.0,11.382499999999999
156.81750000000002,-1.0,161.36607142857144,0.0,161.36607142857144,32.0,3.0,-1.0,0.0,1.4575145025336982,3.0,8.0,19.0,7.297857142857143
1392.7667857142858,-1.0,1392.7667857142858,0.0,1392.7667857142858,39.0,1.0,-1.0,0.0,0.9938301322623586,3.0,4.0,5.0,0.0
8883.968214285715,-1.0,8883.968214285715,0.0,8883.968214285715,22.0,2.0,-1.0,0.0,0.8464576878598853,2.0,0.0,2.0,10.46107142857143
2893.112857142857,-1.0,2893.112857142857,676.7528571428572,2216.3599999999997,25.0,1.0,1.0,0.3053442837975388,0.616575330641021,3.0,4.0,4.0,14.071428571428571
1103.6585714285713,-1.0,1103.6585714285713,0.0,1103.6585714285713,42.0,1.0,-1.0,0.0,1.0395721017616493,5.0,7.0,9.0,6.138928571428571
12.750357142857142,-1.0,12.750357142857142,681.5203571428572,-668.77,60.0,1.0,1.0,-1.019065385950211,0.981662854286147,24.0,3.0,45.0,0.0
898.485,-1.0,898.485,0.0,898.485,47.0,1.0,-1.0,0.0,0.954478668538322,1.0,2.0,3.0,0.0
79.41857142857143,-1.0,1338.5735714285713,0.0,1338.5735714285713,50.0,2.0,-1.0,0.0,68401428.57142857,1.0,0.0,0.0,0.0
2809.1978571428567,-1.0,2809.1978571428567,7237.215357142857,-4428.0175,32.0,1.0,1.0,-1.634414353325675,1.3092694758415544,3.0,0.0,6.0,20.139999999999997
564.9810714285715,-1.0,564.9810714285715,0.0,564.9810714285715,33.0,1.0,-1.0,0.0,4.129356941750927,2.0,3.0,4.0,0.0
185.72214285714287,-1.0,185.72214285714287,0.0,185.72214285714287,63.0,4.0,-1.0,0.0,0.8871626305966531,2.0,3.0,11.0,0.0
1653.9632142857142,940.5742857142858,1653.9632142857142,940.5742857142858,713.3889285714284,74.0,1.0,2.0,1.3184593238352325,0.8706124312926176,13.0,1.0,18.0,0.0
1511.6839285714286,-1.0,1511.6839285714286,0.0,1511.6839285714286,27.0,1.0,-1.0,0.0,0.9810173136082561,1.0,1.0,2.0,0.0
0.0,853.2671428571429,0.0,853.2671428571429,-853.2671428571429,66.0,1.0,1.0,-1.0000000011719659,1.0876616721679422,10.0,15.0,50.0,2.4107142857142856
125.5625,-1.0,125.5625,0.0,125.5625,25.0,1.0,-1.0,0.0,2.639281237170161,4.0,4.0,6.0,15.613214285714287
132.09857142857143,-1.0,5692.812857142857,0.0,5692.812857142857,45.0,2.0,-1.0,0.0,2.5409127923486854,6.0,21.0,23.0,0.0
574.6835714285714,-1.0,574.6835714285714,0.0,574.6835714285714,54.0,1.0,-1.0,0.0,1.0097087693288762,2.0,0.0,2.0,0.0
417.8764285714286,-1.0,16636.861071428575,0.0,16636.861071428575,54.0,3.0,-1.0,0.0,0.39317809051429564,7.0,6.0,8.0,16.317857142857143
3970.2717857142857,-1.0,3970.2717857142857,0.0,3970.2717857142857,25.0,1.0,-1.0,0.0,0.9511382401674726,3.0,7.0,18.0,0.0
1577.5682142857145,-1.0,1577.5682142857145,0.0,1577.5682142857145,33.0,1.0,-1.0,0.0,0.22864525939928146,3.0,10.0,15.0,9.940357142857142
3314.279642857143,-1.0,3314.279642857143,0.0,3314.279642857143,41.0,1.0,-1.0,0.0,1.5587890670918134,3.0,15.0,23.0,17.0475
1.9646428571428571,-1.0,1.9646428571428571,0.0,1.9646428571428571,51.0,1.0,-1.0,0.0,1.313173885127662,2.0,3.0,6.0,0.0
1304.829642857143,-1.0,6088.517142857143,0.0,6088.517142857143,60.0,3.0,-1.0,0.0,1.5977977937249779,6.0,4.0,9.0,0.0
3446.8114285714287,-1.0,3446.8114285714287,0.0,3446.8114285714287,73.0,1.0,-1.0,0.0,1.3647702693430521,3.0,4.0,15.0,0.0
4112.732857142857,-1.0,4112.732857142857,0.0,4112.732857142857,22.0,1.0,-1.0,0.0,0.8831806927001614,3.0,9.0,59.0,0.0
0.041428571428571426,28.97142857142857,4191.315714285714,28.97142857142857,4162.344285714285,56.0,4.0,1.0,0.006960363337531201,6.109662358987012,6.0,2.0,5.0,0.0
3913.7982142857145,-1.0,3913.7982142857145,0.0,3913.7982142857145,23.0,1.0,-1.0,0.0,0.010727267266118484,1.0,0.0,1.0,0.0
3515.7771428571427,-1.0,3515.7771428571427,0.0,3515.7771428571427,22.0,1.0,-1.0,0.0,2.987258716470645,2.0,2.0,3.0,0.0
86.61035714285715,-1.0,86.7207142857143,0.0,86.7207142857143,20.0,2.0,-1.0,0.0,0.006711097642433838,2.0,4.0,4.0,0.0
11.684642857142858,-1.0,11.684642857142858,0.0,11.684642857142858,20.0,1.0,-1.0,0.0,2.0574695682982744,5.0,4.0,9.0,14.138571428571428
549.2064285714285,-1.0,585.8196428571429,0.0,585.8196428571429,71.0,2.0,-1.0,0.0,27.042095250182438,7.0,1.0,2.0,12.94357142857143
443.98857142857145,-1.0,443.98857142857145,0.0,443.98857142857145,64.0,1.0,-1.0,0.0,0.6300650532974276,7.0,3.0,43.0,0.0
160.90321428571428,-1.0,160.90321428571428,0.0,160.90321428571428,30.0,1.0,-1.0,0.0,7.312158710476309e-05,1.0,0.0,4.0,0.0
5733.328214285714,-1.0,5733.328214285714,0.0,5733.328214285714,24.0,1.0,-1.0,0.0,1.4245468369044747,3.0,5.0,9.0,0.0
981.5882142857143,-1.0,981.5882142857143,8742.690357142857,-7761.102142857143,40.0,1.0,2.0,-1.1264753635945361,1.0181174347768105,23.0,4.0,34.0,0.0
923.9675,-1.0,1380.3685714285714,0.0,1380.3685714285714,55.0,5.0,-1.0,0.0,2.008121624577096,6.0,10.0,24.0,15.75
3732.89,-1.0,9910.219642857142,157.9267857142857,9752.292857142857,50.0,2.0,1.0,0.016193810831103356,1.4311406020843367,3.0,2.0,5.0,0.0
1047.5860714285714,-1.0,1047.5860714285714,0.0,1047.5860714285714,59.0,1.0,-1.0,0.0,1.0032857939029451,4.0,4.0,19.0,0.0
5.295357142857143,-1.0,13156.7175,0.0,13156.7175,61.0,5.0,-1.0,0.0,20700000.0,3.0,0.0,0.0,6.857142857142857
142.9532142857143,-1.0,249.10607142857145,0.0,249.10607142857145,64.0,2.0,-1.0,0.0,0.6119805285010304,6.0,5.0,6.0,0.0
239.06392857142856,-1.0,239.06392857142856,0.0,239.06392857142856,27.0,1.0,-1.0,0.0,0.1719564804586609,3.0,0.0,3.0,0.0
5826.981428571429,-1.0,5826.981428571429,0.0,5826.981428571429,65.0,1.0,-1.0,0.0,0.7804217416978516,8.0,15.0,18.0,0.0
3991.9914285714285,-1.0,3991.9914285714285,0.0,3991.9914285714285,54.0,2.0,-1.0,0.0,0.9574311186759226,2.0,6.0,11.0,0.0
42.95142857142857,254.98964285714285,42.95142857142857,254.98964285714285,-212.03821428571428,61.0,1.0,2.0,-1.2025645703472938,0.7546132609666771,9.0,6.0,18.0,0.0
10.772857142857143,-1.0,10.772857142857143,0.0,10.772857142857143,57.0,1.0,-1.0,0.0,0.9050702852980316,2.0,0.0,11.0,5.714285714285714
0.6821428571428572,-1.0,0.6821428571428572,0.0,0.6821428571428572,41.0,1.0,-1.0,0.0,0.8792223298913759,2.0,1.0,6.0,0.0
3234.503214285714,-1.0,3234.503214285714,29.37607142857143,3205.1271428571426,19.0,1.0,1.0,0.009165337320509356,0.8711899476637157,5.0,12.0,15.0,0.0
1.04,-1.0,1.04,0.0,1.04,40.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,5.801785714285714
6833.382857142858,-1.0,6833.382857142858,0.0,6833.382857142858,70.0,1.0,-1.0,0.0,1.019166321129911,2.0,2.0,3.0,0.0
60226.14178571429,494.0885714285714,62727.838571428576,1687.6132142857143,61040.22535714286,55.0,4.0,3.0,0.02764755871040676,0.7409515815196428,43.0,7.0,80.0,0.0
226.81428571428572,-1.0,226.81428571428572,386.6507142857143,-159.83642857142857,23.0,1.0,1.0,-2.419040015849489,1.4251114246014107,2.0,1.0,8.0,0.0
2462.121785714286,-1.0,2462.121785714286,0.0,2462.121785714286,47.0,1.0,-1.0,0.0,1.0369244164722302,3.0,1.0,2.0,19.107142857142858
12891.626785714285,-1.0,12891.626785714285,0.0,12891.626785714285,32.0,1.0,-1.0,0.0,0.9313728621008662,3.0,6.0,9.0,12.511785714285713
121.69535714285713,-1.0,121.69535714285713,1280.5314285714285,-1158.8360714285714,40.0,1.0,2.0,-1.1050151624102025,0.9361658621896011,17.0,2.0,27.0,0.0
1400.1689285714288,-1.0,406379.64892857143,0.0,406379.64892857143,70.0,5.0,-1.0,0.0,0.8282068561823027,6.0,9.0,17.0,0.0
252.36035714285714,-1.0,252.36035714285714,293.5996428571429,-41.23928571428576,51.0,1.0,2.0,-7.119416471242447,1.4694591870090474,4.0,5.0,9.0,0.0
1442.284642857143,0.0,1442.284642857143,0.0,1442.284642857143,42.0,1.0,1.0,0.0,0.8617377177618334,8.0,6.0,12.0,7.243214285714286
0.0,-1.0,0.0,0.0,0.0,70.0,1.0,-1.0,0.0,1.0796218547791863,3.0,10.0,14.0,2.107142857142857
74934.95607142858,-1.0,74934.95607142858,0.0,74934.95607142858,40.0,1.0,1.0,0.0,0.9669363979899747,26.0,12.0,41.0,0.0
856.344642857143,-1.0,856.344642857143,418.78749999999997,437.557142857143,54.0,1.0,1.0,0.957103559796361,1.0751956749977356,6.0,4.0,9.0,0.0
561.1032142857142,-1.0,561.1032142857142,0.0,561.1032142857142,37.0,1.0,-1.0,0.0,0.8451823870621308,3.0,1.0,25.0,32.13285714285714
563.4078571428571,-1.0,563.4078571428571,0.0,563.4078571428571,24.0,1.0,-1.0,0.0,0.839551331135012,3.0,5.0,12.0,0.0
170.8567857142857,-1.0,170.8567857142857,0.0,170.8567857142857,30.0,1.0,-1.0,0.0,285759285.71428573,2.0,0.0,0.0,23.714285714285715
708.8621428571429,-1.0,708.8621428571429,0.0,708.8621428571429,45.0,1.0,-1.0,0.0,7.983339079567252e-05,1.0,1.0,3.0,0.0
5.642857142857143,-1.0,5.642857142857143,0.0,5.642857142857143,41.0,1.0,-1.0,0.0,0.6716047394509268,3.0,7.0,14.0,0.0
284.3885714285714,-1.0,284.3885714285714,0.0,284.3885714285714,26.0,1.0,-1.0,0.0,0.5395499555032907,3.0,0.0,14.0,5.685357142857143
689.3110714285714,0.0,1041.1778571428572,0.0,1041.1778571428572,55.0,2.0,1.0,0.0,3.393110606336863,11.0,8.0,22.0,0.0
776.5903571428571,-1.0,776.5903571428571,0.0,776.5903571428571,27.0,1.0,-1.0,0.0,1.2840322377445121,3.0,1.0,14.0,0.0
42.99535714285714,-1.0,1776.572857142857,0.0,1776.572857142857,25.0,2.0,-1.0,0.0,1.3514071337373565,2.0,9.0,22.0,11.75
536.9514285714286,-1.0,536.9514285714286,0.0,536.9514285714286,31.0,1.0,-1.0,0.0,1.541052067710204,5.0,0.0,24.0,0.0
0.0,-1.0,6432.599999999999,0.0,6432.599999999999,67.0,2.0,-1.0,0.0,0.9008747028356471,5.0,10.0,14.0,0.0
130.73357142857142,-1.0,8378.591785714285,0.0,8378.591785714285,45.0,2.0,-1.0,0.0,0.4105811722342269,5.0,3.0,5.0,0.0
64.68964285714286,779.2857142857143,64.68964285714286,779.2857142857143,-714.5960714285715,37.0,1.0,2.0,-1.0905261679067813,0.8673474881593937,7.0,5.0,14.0,0.0
1049.0621428571428,-1.0,1049.0621428571428,0.0,1049.0621428571428,34.0,1.0,1.0,0.0,1.032514520263553,2.0,0.0,3.0,0.0
572.1632142857143,-1.0,572.1632142857143,0.0,572.1632142857143,29.0,1.0,1.0,0.0,2.4387114009647823,4.0,0.0,14.0,0.0
3260.1164285714285,-1.0,26685.8375,0.0,26685.8375,30.0,4.0,-1.0,0.0,13.117417236269056,4.0,2.0,2.0,0.0
2614.3335714285713,-1.0,2614.3335714285713,0.0,2614.3335714285713,38.0,1.0,-1.0,0.0,1.9211685995086625,2.0,10.0,13.0,0.0
4483.517142857143,-1.0,4483.517142857143,0.0,4483.517142857143,48.0,1.0,-1.0,0.0,0.8089174973672233,2.0,1.0,4.0,0.0
9317.071785714286,-1.0,44549.36714285715,0.0,44549.36714285715,66.0,4.0,-1.0,0.0,0.9916417573366083,4.0,2.0,4.0,0.0
611.0925,-1.0,11936.224285714286,984.7853571428572,10951.43892857143,39.0,2.0,1.0,0.08992291912286593,0.4474304218381347,3.0,7.0,10.0,12.547857142857142
0.0014285714285714286,-1.0,8217.413928571428,0.0,8217.413928571428,24.0,4.0,-1.0,0.0,3.1634968228994502,7.0,7.0,8.0,6.642857142857143
716.3985714285715,-1.0,716.3985714285715,0.0,716.3985714285715,61.0,1.0,-1.0,0.0,0.9812879260823852,2.0,2.0,5.0,13.469642857142857
5221.425714285715,-1.0,5221.425714285715,0.0,5221.425714285715,73.0,1.0,-1.0,0.0,0.9674921193480926,5.0,2.0,13.0,0.0
423.3692857142857,-1.0,423.3692857142857,0.0,423.3692857142857,26.0,1.0,1.0,0.0,0.6068038592237883,5.0,1.0,8.0,0.0
272.3232142857143,-1.0,272.3232142857143,0.0,272.3232142857143,36.0,2.0,-1.0,0.0,0.778101460547065,3.0,3.0,4.0,0.0
937.21,-1.0,937.21,0.0,937.21,22.0,3.0,1.0,0.0,1.786352259732429e-05,1.0,0.0,3.0,4.214285714285714
0.0,-1.0,0.0,0.0,0.0,23.0,1.0,-1.0,0.0,0.00018181808925624547,1.0,0.0,1.0,0.0
355.7167857142857,-1.0,27156.871785714284,0.0,27156.871785714284,30.0,2.0,-1.0,0.0,1.951219705309129,2.0,2.0,11.0,0.0
750.2471428571428,-1.0,7496.5596428571425,0.0,7496.5596428571425,50.0,2.0,1.0,0.0,0.9888764835567164,4.0,5.0,7.0,0.0
2505.5635714285713,-1.0,2505.5635714285713,0.0,2505.5635714285713,66.0,1.0,-1.0,0.0,0.9933048905583849,2.0,7.0,20.0,14.988214285714287
89.44571428571429,-1.0,89.44571428571429,0.0,89.44571428571429,76.0,1.0,-1.0,0.0,0.9835511544161757,2.0,0.0,6.0,0.0
1681.3917857142858,-1.0,1681.3917857142858,0.0,1681.3917857142858,32.0,1.0,-1.0,0.0,1.1475044140945763,5.0,3.0,24.0,0.0
3661.9582142857143,-1.0,3661.9582142857143,0.0,3661.9582142857143,32.0,1.0,-1.0,0.0,0.8844219469865621,2.0,5.0,16.0,0.0
132.98142857142858,-1.0,132.98142857142858,0.0,132.98142857142858,66.0,1.0,-1.0,0.0,0.42353663137882486,9.0,14.0,28.0,0.0
805.28,-1.0,805.28,0.0,805.28,72.0,2.0,-1.0,0.0,0.8938736976623427,3.0,5.0,6.0,0.0
1602.5182142857143,-1.0,1602.5182142857143,0.0,1602.5182142857143,36.0,1.0,-1.0,0.0,0.8318164998897565,3.0,5.0,13.0,0.0
13.181785714285713,-1.0,18847.616785714286,0.0,18847.616785714286,54.0,5.0,-1.0,0.0,1.0925045351480724,4.0,5.0,7.0,0.0
2414.488214285714,-1.0,2414.488214285714,0.0,2414.488214285714,46.0,2.0,-1.0,0.0,0.7051123460488371,2.0,1.0,4.0,0.0
906.7657142857142,-1.0,906.7657142857142,0.0,906.7657142857142,73.0,1.0,1.0,0.0,1.508952302152504,5.0,3.0,12.0,0.0
18.739642857142858,0.0,90.47178571428572,0.0,90.47178571428572,48.0,4.0,2.0,0.0,0.8881595184034977,14.0,10.0,24.0,22.96642857142857
86.52964285714286,-1.0,24451.294642857145,0.0,24451.294642857145,63.0,3.0,-1.0,0.0,1.8886663741611203,6.0,2.0,12.0,0.0
3032.8325,251.93571428571428,3032.8325,529.9235714285714,2502.9089285714285,32.0,3.0,2.0,0.2117230735675668,0.9233154707626086,28.0,14.0,67.0,5.178571428571429
1354.99,-1.0,1354.99,7570.783928571429,-6215.793928571429,78.0,1.0,1.0,-1.2179914612338842,0.6774462674285093,3.0,0.0,14.0,20.071428571428573
224.45428571428573,-1.0,1125.8078571428573,0.0,1125.8078571428573,52.0,2.0,-1.0,0.0,1.3129731319454412,4.0,3.0,4.0,0.0
286.4214285714286,-1.0,286.4214285714286,0.0,286.4214285714286,45.0,1.0,-1.0,0.0,0.49471161685671006,3.0,1.0,12.0,0.0
0.0,-1.0,0.0,0.0,0.0,45.0,1.0,-1.0,0.0,0.5614030613335766,3.0,1.0,11.0,0.0
120.73714285714286,-1.0,120.73714285714286,0.0,120.73714285714286,24.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
6.373928571428571,-1.0,6.373928571428571,0.0,6.373928571428571,35.0,1.0,-1.0,0.0,709090714.2857143,3.0,0.0,0.0,0.0
6808.313571428572,-1.0,36537.72892857143,136.04035714285715,36401.688571428575,40.0,4.0,1.0,0.0037371990827342293,1.7199280681466016,12.0,11.0,32.0,0.0
