ActBal_Total_Asset,ActBal_Total_Liability,ActBal_Total,Age,Count_Total_Asset,Count_Total_Liability,Debt_To_Balance,Inflow_Outflow_Ratio,Tenure,TransactionsDeb_CA,TransactionsDeb,TransactionsDebCashless_Card,VolumeDebCashless_Card,Revenue_CC
48.771071428571425,114.14,-65.36892857142857,20.0,1.0,1.0,-1.7460895296971075,0.9799327635509097,172.0,58.0,86.0,38.0,786.3367857142857,0.0
42.99071428571428,0.0,42.99071428571428,80.0,1.0,-1.0,0.0,0.0016086978141480067,199.0,1.0,2.0,0.0,0.0,12.256428571428572
112.35000000000001,0.0,112.35000000000001,48.0,2.0,-1.0,0.0,2.329592490205583,88.0,7.0,7.0,0.0,0.0,0.0
23.330714285714286,0.0,23.330714285714286,26.0,1.0,-1.0,0.0,13214.285714285716,181.0,0.0,0.0,0.0,0.0,0.0
816.8389285714286,0.0,816.8389285714286,39.0,3.0,1.0,0.0,2.5251994728628517,82.0,10.0,10.0,2.0,31.607142857142858,0.0
204.46142857142857,0.0,204.46142857142857,73.0,1.0,-1.0,0.0,0.706670578679751,31.0,21.0,21.0,13.0,76.14785714285713,0.0
50.78071428571428,17300.489642857145,-17249.708928571432,43.0,1.0,2.0,-1.0029438592557667,1.040862013518228,150.0,9.0,12.0,2.0,16.482142857142858,0.0
35.714285714285715,1068.2096428571429,-1032.495357142857,26.0,1.0,1.0,-1.0345902637738784,1.3829276982444012,13.0,16.0,17.0,6.0,41.86857142857143,0.0
637.8357142857143,0.0,637.8357142857143,47.0,1.0,-1.0,0.0,0.717574558218321,239.0,2.0,2.0,1.0,124.96428571428571,0.0
30275.505357142858,0.0,30275.505357142858,43.0,3.0,-1.0,0.0,1.914524962823314,92.0,34.0,34.0,26.0,1209.5089285714287,0.0
161.36607142857144,0.0,161.36607142857144,32.0,3.0,-1.0,0.0,1.4575145025336982,14.0,19.0,19.0,9.0,139.55357142857142,0.0
1392.7667857142858,0.0,1392.7667857142858,39.0,1.0,-1.0,0.0,0.9938301322623586,80.0,5.0,5.0,0.0,0.0,2.857142857142857
8883.968214285715,0.0,8883.968214285715,22.0,2.0,-1.0,0.0,0.8464576878598853,40.0,2.0,2.0,1.0,33.92857142857143,0.0
2893.112857142857,676.7528571428572,2216.3599999999997,25.0,1.0,1.0,0.3053442837975388,0.616575330641021,150.0,4.0,4.0,0.0,0.0,0.07142857142857142
1103.6585714285713,0.0,1103.6585714285713,42.0,1.0,-1.0,0.0,1.0395721017616493,126.0,9.0,9.0,0.0,0.0,0.0
12.750357142857142,681.5203571428572,-668.77,60.0,1.0,1.0,-1.019065385950211,0.981662854286147,147.0,24.0,45.0,11.0,85.37142857142858,0.0
898.485,0.0,898.485,47.0,1.0,-1.0,0.0,0.954478668538322,92.0,3.0,3.0,0.0,0.0,4.642857142857143
1338.5735714285713,0.0,1338.5735714285713,50.0,2.0,-1.0,0.0,68401428.57142857,53.0,0.0,0.0,0.0,0.0,0.0
2809.1978571428567,7237.215357142857,-4428.0175,32.0,1.0,1.0,-1.634414353325675,1.3092694758415544,128.0,5.0,6.0,0.0,0.0,0.0
564.9810714285715,0.0,564.9810714285715,33.0,1.0,-1.0,0.0,4.129356941750927,52.0,4.0,4.0,0.0,0.0,0.0
185.72214285714287,0.0,185.72214285714287,63.0,4.0,-1.0,0.0,0.8871626305966531,168.0,11.0,11.0,6.0,255.90928571428572,9.392857142857142
1653.9632142857142,940.5742857142858,713.3889285714284,74.0,1.0,2.0,1.3184593238352325,0.8706124312926176,64.0,11.0,18.0,3.0,59.75535714285714,0.0
1511.6839285714286,0.0,1511.6839285714286,27.0,1.0,-1.0,0.0,0.9810173136082561,183.0,2.0,2.0,0.0,0.0,0.0
0.0,853.2671428571429,-853.2671428571429,66.0,1.0,1.0,-1.0000000011719659,1.0876616721679422,18.0,49.0,50.0,26.0,1309.9007142857142,0.0
125.5625,0.0,125.5625,25.0,1.0,-1.0,0.0,2.639281237170161,176.0,6.0,6.0,1.0,2.142857142857143,0.0
5692.812857142857,0.0,5692.812857142857,45.0,2.0,-1.0,0.0,2.5409127923486854,42.0,23.0,23.0,0.0,0.0,0.0
574.6835714285714,0.0,574.6835714285714,54.0,1.0,-1.0,0.0,1.0097087693288762,18.0,2.0,2.0,0.0,0.0,0.0
16636.861071428575,0.0,16636.861071428575,54.0,3.0,-1.0,0.0,0.39317809051429564,95.0,8.0,8.0,0.0,0.0,0.0
3970.2717857142857,0.0,3970.2717857142857,25.0,1.0,-1.0,0.0,0.9511382401674726,151.0,18.0,18.0,6.0,157.80357142857142,0.0
1577.5682142857145,0.0,1577.5682142857145,33.0,1.0,-1.0,0.0,0.22864525939928146,152.0,15.0,15.0,1.0,65.37857142857142,0.0
3314.279642857143,0.0,3314.279642857143,41.0,1.0,-1.0,0.0,1.5587890670918134,181.0,23.0,23.0,7.0,50.13964285714286,0.0
1.9646428571428571,0.0,1.9646428571428571,51.0,1.0,-1.0,0.0,1.313173885127662,123.0,6.0,6.0,0.0,0.0,0.0
6088.517142857143,0.0,6088.517142857143,60.0,3.0,-1.0,0.0,1.5977977937249779,51.0,9.0,9.0,2.0,672.8567857142858,0.0
3446.8114285714287,0.0,3446.8114285714287,73.0,1.0,-1.0,0.0,1.3647702693430521,92.0,15.0,15.0,8.0,90.73214285714286,0.0
4112.732857142857,0.0,4112.732857142857,22.0,1.0,-1.0,0.0,0.8831806927001614,151.0,59.0,59.0,27.0,347.7575,9.0
4191.315714285714,28.97142857142857,4162.344285714285,56.0,4.0,1.0,0.006960363337531201,6.109662358987012,188.0,3.0,5.0,0.0,0.0,0.0
3913.7982142857145,0.0,3913.7982142857145,23.0,1.0,-1.0,0.0,0.010727267266118484,150.0,1.0,1.0,0.0,0.0,0.0
3515.7771428571427,0.0,3515.7771428571427,22.0,1.0,-1.0,0.0,2.987258716470645,71.0,3.0,3.0,0.0,0.0,0.0
86.7207142857143,0.0,86.7207142857143,20.0,2.0,-1.0,0.0,0.006711097642433838,46.0,4.0,4.0,0.0,0.0,0.0
11.684642857142858,0.0,11.684642857142858,20.0,1.0,-1.0,0.0,2.0574695682982744,109.0,9.0,9.0,2.0,10.321428571428571,0.0
585.8196428571429,0.0,585.8196428571429,71.0,2.0,-1.0,0.0,27.042095250182438,0.0,2.0,2.0,0.0,0.0,0.0
443.98857142857145,0.0,443.98857142857145,64.0,1.0,-1.0,0.0,0.6300650532974276,187.0,43.0,43.0,32.0,578.8057142857143,0.0
160.90321428571428,0.0,160.90321428571428,30.0,1.0,-1.0,0.0,7.312158710476309e-05,115.0,4.0,4.0,2.0,129.34321428571428,5.785714285714286
5733.328214285714,0.0,5733.328214285714,24.0,1.0,-1.0,0.0,1.4245468369044747,95.0,9.0,9.0,3.0,73.47142857142856,0.0
981.5882142857143,8742.690357142857,-7761.102142857143,40.0,1.0,2.0,-1.1264753635945361,1.0181174347768105,26.0,18.0,34.0,4.0,73.24285714285715,0.0
1380.3685714285714,0.0,1380.3685714285714,55.0,5.0,-1.0,0.0,2.008121624577096,164.0,24.0,24.0,6.0,140.48214285714286,0.0
9910.219642857142,157.9267857142857,9752.292857142857,50.0,2.0,1.0,0.016193810831103356,1.4311406020843367,62.0,5.0,5.0,2.0,48.603571428571435,0.0
1047.5860714285714,0.0,1047.5860714285714,59.0,1.0,-1.0,0.0,1.0032857939029451,150.0,19.0,19.0,5.0,83.94678571428572,0.0
13156.7175,0.0,13156.7175,61.0,5.0,-1.0,0.0,20700000.0,57.0,0.0,0.0,0.0,0.0,0.0
249.10607142857145,0.0,249.10607142857145,64.0,2.0,-1.0,0.0,0.6119805285010304,181.0,6.0,6.0,0.0,0.0,0.0
239.06392857142856,0.0,239.06392857142856,27.0,1.0,-1.0,0.0,0.1719564804586609,2.0,3.0,3.0,0.0,0.0,5.4071428571428575
5826.981428571429,0.0,5826.981428571429,65.0,1.0,-1.0,0.0,0.7804217416978516,162.0,18.0,18.0,1.0,53.5,0.0
3991.9914285714285,0.0,3991.9914285714285,54.0,2.0,-1.0,0.0,0.9574311186759226,5.0,11.0,11.0,3.0,29.12857142857143,0.0
42.95142857142857,254.98964285714285,-212.03821428571428,61.0,1.0,2.0,-1.2025645703472938,0.7546132609666771,150.0,12.0,18.0,2.0,235.89928571428572,0.0
10.772857142857143,0.0,10.772857142857143,57.0,1.0,-1.0,0.0,0.9050702852980316,181.0,11.0,11.0,0.0,0.0,16.945357142857144
0.6821428571428572,0.0,0.6821428571428572,41.0,1.0,-1.0,0.0,0.8792223298913759,12.0,6.0,6.0,0.0,0.0,0.0
3234.503214285714,29.37607142857143,3205.1271428571426,19.0,1.0,1.0,0.009165337320509356,0.8711899476637157,9.0,15.0,15.0,1.0,86.5,0.0
1.04,0.0,1.04,40.0,1.0,-1.0,0.0,0.0,183.0,1.0,1.0,0.0,0.0,0.0
6833.382857142858,0.0,6833.382857142858,70.0,1.0,-1.0,0.0,1.019166321129911,16.0,3.0,3.0,0.0,0.0,0.0
62727.838571428576,1687.6132142857143,61040.22535714286,55.0,4.0,3.0,0.02764755871040676,0.7409515815196428,120.0,44.0,80.0,27.0,1805.7825,0.0
226.81428571428572,386.6507142857143,-159.83642857142857,23.0,1.0,1.0,-2.419040015849489,1.4251114246014107,68.0,8.0,8.0,2.0,25.476785714285715,0.0
2462.121785714286,0.0,2462.121785714286,47.0,1.0,-1.0,0.0,1.0369244164722302,151.0,2.0,2.0,0.0,0.0,0.0
12891.626785714285,0.0,12891.626785714285,32.0,1.0,-1.0,0.0,0.9313728621008662,94.0,9.0,9.0,1.0,14.25,0.0
121.69535714285713,1280.5314285714285,-1158.8360714285714,40.0,1.0,2.0,-1.1050151624102025,0.9361658621896011,26.0,14.0,27.0,2.0,39.0,0.0
406379.64892857143,0.0,406379.64892857143,70.0,5.0,-1.0,0.0,0.8282068561823027,50.0,17.0,17.0,0.0,0.0,4.286785714285714
252.36035714285714,293.5996428571429,-41.23928571428576,51.0,1.0,2.0,-7.119416471242447,1.4694591870090474,29.0,7.0,9.0,0.0,0.0,0.0
1442.284642857143,0.0,1442.284642857143,42.0,1.0,1.0,0.0,0.8617377177618334,186.0,10.0,12.0,0.0,0.0,0.0
0.0,0.0,0.0,70.0,1.0,-1.0,0.0,1.0796218547791863,68.0,14.0,14.0,1.0,28.392857142857142,0.0
74934.95607142858,0.0,74934.95607142858,40.0,1.0,1.0,0.0,0.9669363979899747,271.0,22.0,41.0,2.0,113.1082142857143,1.9642857142857142
856.344642857143,418.78749999999997,437.557142857143,54.0,1.0,1.0,0.957103559796361,1.0751956749977356,150.0,7.0,9.0,0.0,0.0,0.21428571428571427
561.1032142857142,0.0,561.1032142857142,37.0,1.0,-1.0,0.0,0.8451823870621308,168.0,25.0,25.0,3.0,35.346428571428575,4.821428571428571
563.4078571428571,0.0,563.4078571428571,24.0,1.0,-1.0,0.0,0.839551331135012,256.0,12.0,12.0,2.0,26.710714285714285,0.0
170.8567857142857,0.0,170.8567857142857,30.0,1.0,-1.0,0.0,285759285.71428573,12.0,0.0,0.0,0.0,0.0,0.0
708.8621428571429,0.0,708.8621428571429,45.0,1.0,-1.0,0.0,7.983339079567252e-05,146.0,3.0,3.0,0.0,0.0,0.0
5.642857142857143,0.0,5.642857142857143,41.0,1.0,-1.0,0.0,0.6716047394509268,162.0,14.0,14.0,5.0,104.95,0.0
284.3885714285714,0.0,284.3885714285714,26.0,1.0,-1.0,0.0,0.5395499555032907,183.0,14.0,14.0,9.0,103.91785714285713,0.0
1041.1778571428572,0.0,1041.1778571428572,55.0,2.0,1.0,0.0,3.393110606336863,172.0,18.0,22.0,3.0,246.10714285714286,0.0
776.5903571428571,0.0,776.5903571428571,27.0,1.0,-1.0,0.0,1.2840322377445121,127.0,14.0,14.0,9.0,72.99499999999999,10.608214285714284
1776.572857142857,0.0,1776.572857142857,25.0,2.0,-1.0,0.0,1.3514071337373565,196.0,22.0,22.0,10.0,563.2467857142857,0.0
536.9514285714286,0.0,536.9514285714286,31.0,1.0,-1.0,0.0,1.541052067710204,42.0,24.0,24.0,17.0,1043.1371428571429,0.0
6432.599999999999,0.0,6432.599999999999,67.0,2.0,-1.0,0.0,0.9008747028356471,8.0,14.0,14.0,0.0,0.0,0.0
8378.591785714285,0.0,8378.591785714285,45.0,2.0,-1.0,0.0,0.4105811722342269,79.0,5.0,5.0,1.0,775.0714285714286,5.638571428571429
64.68964285714286,779.2857142857143,-714.5960714285715,37.0,1.0,2.0,-1.0905261679067813,0.8673474881593937,13.0,10.0,14.0,0.0,0.0,0.0
1049.0621428571428,0.0,1049.0621428571428,34.0,1.0,1.0,0.0,1.032514520263553,55.0,3.0,3.0,0.0,0.0,0.0
572.1632142857143,0.0,572.1632142857143,29.0,1.0,1.0,0.0,2.4387114009647823,93.0,14.0,14.0,7.0,262.35285714285715,0.0
26685.8375,0.0,26685.8375,30.0,4.0,-1.0,0.0,13.117417236269056,21.0,2.0,2.0,0.0,0.0,0.0
2614.3335714285713,0.0,2614.3335714285713,38.0,1.0,-1.0,0.0,1.9211685995086625,72.0,13.0,13.0,1.0,46.54642857142857,0.0
4483.517142857143,0.0,4483.517142857143,48.0,1.0,-1.0,0.0,0.8089174973672233,109.0,4.0,4.0,0.0,0.0,0.0
44549.36714285715,0.0,44549.36714285715,66.0,4.0,-1.0,0.0,0.9916417573366083,39.0,4.0,4.0,0.0,0.0,0.0
11936.224285714286,984.7853571428572,10951.43892857143,39.0,2.0,1.0,0.08992291912286593,0.4474304218381347,61.0,10.0,10.0,0.0,0.0,0.0
8217.413928571428,0.0,8217.413928571428,24.0,4.0,-1.0,0.0,3.1634968228994502,70.0,8.0,8.0,0.0,0.0,3.573928571428571
716.3985714285715,0.0,716.3985714285715,61.0,1.0,-1.0,0.0,0.9812879260823852,103.0,5.0,5.0,0.0,0.0,0.0
5221.425714285715,0.0,5221.425714285715,73.0,1.0,-1.0,0.0,0.9674921193480926,2.0,13.0,13.0,0.0,0.0,6.428571428571429
423.3692857142857,0.0,423.3692857142857,26.0,1.0,1.0,0.0,0.6068038592237883,61.0,4.0,8.0,0.0,0.0,2.429642857142857
272.3232142857143,0.0,272.3232142857143,36.0,2.0,-1.0,0.0,0.778101460547065,56.0,4.0,4.0,0.0,0.0,0.0
937.21,0.0,937.21,22.0,3.0,1.0,0.0,1.786352259732429e-05,135.0,3.0,3.0,0.0,0.0,0.0
0.0,0.0,0.0,23.0,1.0,-1.0,0.0,0.00018181808925624547,234.0,1.0,1.0,0.0,0.0,0.0
27156.871785714284,0.0,27156.871785714284,30.0,2.0,-1.0,0.0,1.951219705309129,140.0,10.0,11.0,3.0,230.17857142857142,0.0
7496.5596428571425,0.0,7496.5596428571425,50.0,2.0,1.0,0.0,0.9888764835567164,152.0,7.0,7.0,0.0,0.0,7.3567857142857145
2505.5635714285713,0.0,2505.5635714285713,66.0,1.0,-1.0,0.0,0.9933048905583849,23.0,20.0,20.0,9.0,547.9825,0.8932142857142857
89.44571428571429,0.0,89.44571428571429,76.0,1.0,-1.0,0.0,0.9835511544161757,249.0,6.0,6.0,1.0,7.107142857142857,5.642857142857143
1681.3917857142858,0.0,1681.3917857142858,32.0,1.0,-1.0,0.0,1.1475044140945763,104.0,24.0,24.0,20.0,173.45464285714283,0.0
3661.9582142857143,0.0,3661.9582142857143,32.0,1.0,-1.0,0.0,0.8844219469865621,151.0,16.0,16.0,4.0,135.075,0.0
132.98142857142858,0.0,132.98142857142858,66.0,1.0,-1.0,0.0,0.42353663137882486,24.0,28.0,28.0,12.0,108.71571428571428,0.0
805.28,0.0,805.28,72.0,2.0,-1.0,0.0,0.8938736976623427,12.0,6.0,6.0,0.0,0.0,6.607142857142857
1602.5182142857143,0.0,1602.5182142857143,36.0,1.0,-1.0,0.0,0.8318164998897565,5.0,13.0,13.0,7.0,150.13750000000002,0.0
18847.616785714286,0.0,18847.616785714286,54.0,5.0,-1.0,0.0,1.0925045351480724,101.0,7.0,7.0,0.0,0.0,0.0
2414.488214285714,0.0,2414.488214285714,46.0,2.0,-1.0,0.0,0.7051123460488371,38.0,4.0,4.0,0.0,0.0,0.0
906.7657142857142,0.0,906.7657142857142,73.0,1.0,1.0,0.0,1.508952302152504,56.0,12.0,12.0,7.0,185.13714285714286,0.0
90.47178571428572,0.0,90.47178571428572,48.0,4.0,2.0,0.0,0.8881595184034977,221.0,19.0,24.0,3.0,739.4964285714286,0.0
24451.294642857145,0.0,24451.294642857145,63.0,3.0,-1.0,0.0,1.8886663741611203,27.0,12.0,12.0,5.0,154.28214285714284,0.0
3032.8325,529.9235714285714,2502.9089285714285,32.0,3.0,2.0,0.2117230735675668,0.9233154707626086,87.0,39.0,67.0,20.0,347.61571428571426,0.0
1354.99,7570.783928571429,-6215.793928571429,78.0,1.0,1.0,-1.2179914612338842,0.6774462674285093,49.0,12.0,14.0,1.0,102.5,0.0
1125.8078571428573,0.0,1125.8078571428573,52.0,2.0,-1.0,0.0,1.3129731319454412,78.0,4.0,4.0,0.0,0.0,5.357142857142857
286.4214285714286,0.0,286.4214285714286,45.0,1.0,-1.0,0.0,0.49471161685671006,135.0,12.0,12.0,1.0,32.857142857142854,0.0
0.0,0.0,0.0,45.0,1.0,-1.0,0.0,0.5614030613335766,149.0,11.0,11.0,6.0,70.97107142857143,0.0
120.73714285714286,0.0,120.73714285714286,24.0,1.0,-1.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0
6.373928571428571,0.0,6.373928571428571,35.0,1.0,-1.0,0.0,709090714.2857143,53.0,0.0,0.0,0.0,0.0,4.286785714285714
36537.72892857143,136.04035714285715,36401.688571428575,40.0,4.0,1.0,0.0037371990827342293,1.7199280681466016,150.0,32.0,32.0,15.0,196.01964285714286,0.0
86.42857142857143,0.0,86.42857142857143,28.0,1.0,-1.0,0.0,0.007990402567667922,114.0,1.0,1.0,0.0,0.0,0.0
2858.0217857142857,0.0,2858.0217857142857,44.0,2.0,1.0,0.0,1.1947891669670032,51.0,37.0,37.0,8.0,179.94642857142858,0.0
3743.776428571429,0.0,3743.776428571429,38.0,1.0,-1.0,0.0,0.9183846480606102,63.0,10.0,10.0,0.0,0.0,4.036785714285714
214523.55714285714,0.0,214523.55714285714,35.0,2.0,-1.0,0.0,0.5951890965631444,23.0,20.0,20.0,5.0,257.55357142857144,0.0
7608.648571428572,0.0,7608.648571428572,73.0,3.0,1.0,0.0,0.9723058620182534,177.0,18.0,20.0,3.0,45.892857142857146,0.0
2.415,0.0,2.415,27.0,1.0,-1.0,0.0,717.0419985968008,10.0,1.0,1.0,0.0,0.0,0.0
23516.17142857143,0.0,23516.17142857143,49.0,1.0,-1.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,1.7867857142857144
